"40924";"JOSENOPOLIS";"2763";"Norte de Minas"
"40940";"JUVENILIA";"4559";"Norte de Minas"
"41009";"LUISLANDIA";"4360";"Norte de Minas"
"41068";"MIRAVANIA";"2751";"Norte de Minas"
"41122";"NINHEIRA";"5511";"Norte de Minas"
"41165";"NOVA PORTEIRINHA";"5282";"Norte de Minas"
"41181";"NOVORIZONTE";"3384";"Norte de Minas"
"41203";"OLHOS D'AGUA";"3895";"Norte de Minas"
"41262";"PADRE CARVALHO";"3632";"Norte de Minas"
"41289";"PAI PEDRO";"3597";"Norte de Minas"
"41300";"PATIS";"3598";"Norte de Minas"
"41386";"PINTOPOLIS";"4741";"Norte de Minas"
"41408";"PONTO CHIQUE";"3066";"Norte de Minas"
"41459";"BOCAIUVA";"26416";"Norte de Minas"
"41483";"SANTA CRUZ DE SALINAS";"3261";"Norte de Minas"
"41521";"SANTO ANTONIO DO RETIRO";"4441";"Norte de Minas"
"41602";"SAO JOAO DAS MISSOES";"5654";"Norte de Minas"
"41696";"BOTUMIRIM";"4221";"Norte de Minas"
"41718";"BRASILIA DE MINAS";"19081";"Norte de Minas"
"41726";"BERIZAL";"2975";"Norte de Minas"
"41742";"BONITO DE MINAS";"5050";"Norte de Minas"
"41807";"CAMPO AZUL";"3128";"Norte de Minas"
"41866";"CATUTI";"3749";"Norte de Minas"
"41874";"BURITIZEIRO";"15614";"Norte de Minas"
"41882";"CHAPADA GAUCHA";"5379";"Norte de Minas"
"41904";"CONEGO MARINHO";"4142";"Norte de Minas"
"42005";"CURRAL DE DENTRO";"4662";"Norte de Minas"
"42080";"FRUTA DE LEITE";"3521";"Norte de Minas"
"42102";"GAMELEIRAS";"3529";"Norte de Minas"
"42129";"GLAUCILANDIA";"2949";"Norte de Minas"
"42188";"GUARACIAMA";"4679";"Norte de Minas"
"42200";"IBIRACATU";"4154";"Norte de Minas"
"42242";"INDAIABIRA";"4394";"Norte de Minas"
"42269";"JAPONVAR";"6011";"Norte de Minas"
"42382";"SERRANOPOLIS DE MINAS";"3094";"Norte de Minas"
"42480";"VARGEM GRANDE DO RIO PARDO";"3302";"Norte de Minas"
"42528";"VERDELANDIA";"4931";"Norte de Minas"
"42536";"CAPITAO ENEAS";"9464";"Norte de Minas"
"43290";"CLARO DOS POCOES";"6376";"Norte de Minas"
"45551";"GRAO MOGOL";"8252";"Norte de Minas"
"47252";"JOAO PINHEIRO";"28433";"Noroeste de Minas"
"45713";"GUARDA-MOR";"4678";"Noroeste de Minas"
"45233";"FORMOSO";"4383";"Noroeste de Minas"
"49395";"PARACATU";"48666";"Noroeste de Minas"
"50679";"PRESIDENTE OLEGARIO";"13293";"Noroeste de Minas"
"52337";"SAO GONCALO DO ABAETE";"4072";"Noroeste de Minas"
"54070";"UNAI";"45058";"Noroeste de Minas"
"54194";"VAZANTE";"12978";"Noroeste de Minas"
"40045";"BRASILANDIA DE MINAS";"8051";"Noroeste de Minas"
"40347";"LAGOA GRANDE";"5523";"Noroeste de Minas"
"40894";"ARINOS";"10965";"Noroeste de Minas"
"41106";"NATALANDIA";"2579";"Noroeste de Minas"
"41637";"BONFINOPOLIS DE MINAS";"4438";"Noroeste de Minas"
"41785";"CABECEIRA GRANDE";"4637";"Noroeste de Minas"
"41858";"BURITIS";"13073";"Noroeste de Minas"
"42048";"DOM BOSCO";"2813";"Noroeste de Minas"
"42463";"URUANA DE MINAS";"2836";"Noroeste de Minas"
"42501";"VARJAO DE MINAS";"4145";"Noroeste de Minas"
"47414";"LAGAMAR";"5828";"Noroeste de Minas"
"53252";"SERICITA";"5574";"Mata"
"53457";"SILVEIRANIA";"2055";"Mata"
"53490";"SIMAO PEREIRA";"2629";"Mata"
"53511";"SIMONESIA";"11777";"Mata"
"53570";"TABULEIRO";"3519";"Mata"
"53694";"TEIXEIRAS";"8450";"Mata"
"53791";"TOCANTINS";"11011";"Mata"
"53830";"TOMBOS";"6167";"Mata"
"53970";"UBA";"55225";"Mata"
"54097";"URUCANIA";"6782";"Mata"
"54275";"VICOSA";"42916";"Mata"
"54291";"VIEIRAS";"3346";"Mata"
"54410";"VISCONDE DO RIO BRANCO";"24622";"Mata"
"54437";"VOLTA GRANDE";"3639";"Mata"
"48437";"MIRAI";"8734";"Mata"
"43338";"COIMBRA";"5493";"Mata"
"43915";"CORONEL PACHECO";"2192";"Mata"
"44253";"DESCOBERTO";"3814";"Mata"
"44377";"DIVINESIA";"2932";"Mata"
"44393";"DIVINO";"11696";"Mata"
"44539";"DOM SILVERIO";"3708";"Mata"
"44571";"DONA EUSEBIA";"4258";"Mata"
"44652";"DORES DO TURVO";"3877";"Mata"
"44792";"ERVALIA";"13251";"Mata"
"44830";"ESPERA FELIZ";"12797";"Mata"
"44911";"ESTRELA DALVA";"2268";"Mata"
"44970";"EUGENOPOLIS";"7308";"Mata"
"44997";"EWBANK DA CAMARA";"3164";"Mata"
"45055";"FARIA LEMOS";"2911";"Mata"
"48771";"MURIAE";"61215";"Mata"
"49077";"OLARIA";"1935";"Mata"
"49131";"OLIVEIRA FORTES";"1797";"Mata"
"49310";"PAIVA";"1414";"Mata"
"49336";"PALMA";"4379";"Mata"
"49638";"PATROCINIO DO MURIAE";"4239";"Mata"
"49654";"PAULA CANDIDO";"6335";"Mata"
"49751";"PEDRA DO ANTA";"3023";"Mata"
"49794";"PEDRA DOURADA";"1759";"Mata"
"49875";"PEDRO TEIXEIRA";"1641";"Mata"
"49891";"PEQUERI";"2473";"Mata"
"50016";"PIAU";"2716";"Mata"
"50032";"PIEDADE DE PONTE NOVA";"3255";"Mata"
"50156";"PIRANGA";"10990";"Mata"
"50210";"PIRAPETINGA";"7738";"Mata"
"50253";"PIRAUBA";"7954";"Mata"
"50415";"PONTE NOVA";"36018";"Mata"
"50458";"PORTO FIRME";"6383";"Mata"
"50610";"PRESIDENTE BERNARDES";"4432";"Mata"
"50695";"ALTO JEQUITIBA";"5995";"Mata"
"50792";"RAUL SOARES";"14504";"Mata"
"50814";"RECREIO";"6804";"Mata"
"50970";"RIO CASCA";"9955";"Mata"
"50997";"RIO DOCE";"1941";"Mata"
"51039";"RIO ESPERA";"4383";"Mata"
"51071";"RIO NOVO";"5884";"Mata"
"51152";"RIO POMBA";"11518";"Mata"
"51179";"RIO PRETO";"4345";"Mata"
"51233";"ROCHEDO DE MINAS";"1877";"Mata"
"51250";"RODEIRO";"4557";"Mata"
"51470";"SANTA CRUZ DO ESCALVADO";"3920";"Mata"
"51578";"SANTA MARGARIDA";"10460";"Mata"
"51675";"SANTANA DE CATAGUASES";"2782";"Mata"
"51713";"SANTANA DO DESERTO";"2869";"Mata"
"51772";"SANTANA DO MANHUACU";"5786";"Mata"
"51853";"SANTA RITA DE JACUTINGA";"4244";"Mata"
"51870";"SANTA RITA DO IBITIPOCA";"2778";"Mata"
"51993";"SANTO ANTONIO DO AVENTUREIRO";"2808";"Mata"
"52019";"SANTO ANTONIO DO GRAMA";"3155";"Mata"
"52132";"SANTOS DUMONT";"31897";"Mata"
"52272";"SAO FRANCISCO DO GLORIA";"3500";"Mata"
